user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,user_op,op_game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len
Shaher95,48.0,49.0,3.0,100.0,1712.0,1700-1719,52.381,47.619,0.0,63.0,46.774,53.226,0.0,62.0,A40,C50,A06,B06,0.21,0.613,0.161,0.127,0.825,0.048,278.0,AxelM27,1,49.0,44.0,7.0,100.0,44.262,50.82,4.918,61.0,46.875,46.875,6.25,64.0,B01,C45,B02,A07,0.105,0.702,0.175,0.115,0.885,0.0,446.0
tambora_sasambo,61.0,36.0,3.0,100.0,2073.0,2060-2079,72.581,22.581,4.839,62.0,63.492,34.921,1.587,63.0,A00,B12,B10,B44,0.106,0.318,0.576,0.306,0.25,0.417,311.0,satriaku,0,41.0,53.0,6.0,100.0,36.508,58.73,4.762,63.0,38.71,59.677,1.613,62.0,A40,B10,D06,A22,0.234,0.17,0.532,0.432,0.243,0.284,226.0
Wafels,48.0,46.0,6.0,100.0,2000.0,1980-1999,53.226,43.548,3.226,62.0,50.794,46.032,3.175,63.0,B40,B00,D41,A48,0.169,0.477,0.262,0.179,0.446,0.375,269.0,Fredysibz,1,0.0,0.0,0.0,0.0,45.161,51.613,3.226,62.0,41.27,44.444,14.286,63.0,A40,D00,C23,A01,0.296,0.389,0.296,0.567,0.25,0.15,295.0
anubis_KRD,59.0,38.0,3.0,100.0,1740.0,1720-1739,59.016,36.066,4.918,61.0,57.812,39.062,3.125,64.0,A00,B06,A02,A01,0.192,0.616,0.192,0.106,0.787,0.106,347.0,jesus_2020nuniez,-1,43.0,54.0,3.0,100.0,50.0,46.774,3.226,62.0,33.333,63.492,3.175,63.0,B00,C00,D35,D00,0.288,0.404,0.308,0.246,0.507,0.217,281.0
Caramel22,54.0,44.0,2.0,100.0,1216.0,1200-1219,57.143,42.857,0.0,63.0,53.226,45.161,1.613,62.0,D00,C41,C34,A46,0.464,0.261,0.217,0.345,0.418,0.236,398.0,Krackerson,1,53.0,37.0,10.0,100.0,50.82,36.066,13.115,61.0,53.125,42.188,4.688,64.0,A20,B20,B23,A28,0.385,0.323,0.277,0.367,0.082,0.469,407.0
celso_rogato,37.0,55.0,8.0,100.0,1320.0,1300-1319,51.613,38.71,9.677,62.0,46.032,49.206,4.762,63.0,C20,B20,C53,C34,0.361,0.426,0.18,0.364,0.491,0.145,368.0,DarQSlide,-1,39.0,57.0,3.0,100.0,41.667,56.667,1.667,60.0,41.538,55.385,3.077,65.0,A04,D02,A45,D06,0.288,0.385,0.269,0.286,0.357,0.314,415.0
kenpo,70.0,30.0,0.0,10.0,1792.0,1780-1799,50.0,50.0,0.0,4.0,83.333,16.667,0.0,6.0,A45,A41,B06,B50,0.0,0.429,0.571,0.0,0.333,0.667,427.0,Prandja,1,48.0,49.0,3.0,100.0,46.667,48.333,5.0,60.0,36.923,58.462,4.615,65.0,C00,A40,B38,D30,0.192,0.5,0.308,0.06,0.507,0.433,375.0
speedyracer67,50.0,43.0,6.0,90.0,1660.0,1640-1659,66.667,0.0,33.333,6.0,50.0,50.0,0.0,8.0,A00,C44,D06,A40,0.25,0.375,0.25,0.0,0.75,0.25,336.0,,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QuaZUNT,62.0,37.0,0.0,24.0,771.0,760-779,61.017,37.288,1.695,59.0,42.424,54.545,3.03,66.0,D00,A40,B10,C40,0.469,0.297,0.172,0.259,0.534,0.086,345.0,,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AliElsadany,48.0,46.0,6.0,100.0,1338.0,1320-1339,51.613,38.71,9.677,62.0,50.794,42.857,6.349,63.0,A10,B30,D32,B21,0.281,0.547,0.156,0.235,0.49,0.275,353.0,Spin0saurus,1,47.0,49.0,4.0,100.0,46.875,50.0,3.125,64.0,49.18,47.541,3.279,61.0,B00,B10,A07,B03,0.3,0.5,0.2,0.328,0.295,0.377,382.0
CalebMG43,0.0,80.0,20.0,5.0,882.0,880-899,0.0,100.0,0.0,4.0,16.667,50.0,33.333,6.0,A00,A40,A40,C20,0.0,0.0,0.0,0.571,0.429,0.0,213.0,,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuvahh,43.0,45.0,12.0,100.0,1319.0,1300-1319,52.941,41.176,5.882,68.0,52.632,42.105,5.263,57.0,D02,B01,B40,A02,0.515,0.333,0.106,0.538,0.346,0.058,281.0,,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watchthebishop,50.0,45.0,5.0,100.0,1347.0,1340-1359,44.444,47.619,7.937,63.0,45.161,48.387,6.452,62.0,C20,B00,C54,C24,0.232,0.536,0.161,0.217,0.7,0.067,313.0,Irs1983,1,45.0,51.0,4.0,100.0,52.381,47.619,0.0,63.0,45.161,50.0,4.839,62.0,C44,C50,A05,C56,0.279,0.59,0.098,0.23,0.623,0.148,325.0
TarnishedQueen,53.0,41.0,6.0,100.0,1796.0,1780-1799,53.226,43.548,3.226,62.0,57.143,38.095,4.762,63.0,C44,C50,A40,B40,0.217,0.507,0.232,0.765,0.0,0.196,402.0,Ilya1983,-1,50.0,43.0,7.0,100.0,57.812,37.5,4.688,64.0,34.426,54.098,11.475,61.0,A40,D06,D08,A53,0.241,0.655,0.103,0.316,0.544,0.088,314.0
nihalnidagundi,49.0,49.0,2.0,100.0,1488.0,1480-1499,54.688,37.5,7.812,64.0,39.344,60.656,0.0,61.0,B00,C44,B21,D50,0.322,0.305,0.322,0.393,0.459,0.082,264.0,Professor2050M,-1,41.0,56.0,3.0,100.0,59.016,39.344,1.639,61.0,43.75,46.875,9.375,64.0,D00,A40,C25,A80,0.562,0.266,0.125,0.222,0.444,0.333,216.0
gost7512,46.0,47.0,7.0,100.0,1652.0,1640-1659,41.27,57.143,1.587,63.0,48.387,48.387,3.226,62.0,C50,C41,B21,B40,0.268,0.339,0.375,0.318,0.409,0.242,257.0,Darklord000,-1,47.0,49.0,4.0,100.0,45.312,53.125,1.562,64.0,50.82,42.623,6.557,61.0,B06,A10,A04,E90,0.217,0.6,0.183,0.167,0.7,0.133,225.0
Belabberdeballerina,37.0,55.0,8.0,100.0,1850.0,1840-1859,37.5,51.562,10.938,64.0,44.262,55.738,0.0,61.0,B21,B07,B23,C42,0.137,0.706,0.137,0.209,0.493,0.284,391.0,iamhimbrotha,-1,50.0,37.0,13.0,100.0,54.286,31.429,14.286,35.0,42.105,50.0,7.895,38.0,B01,B30,A13,B90,0.343,0.486,0.171,0.5,0.2,0.2,294.0
LLLDDDYYY,50.0,50.0,0.0,12.0,2452.0,2440-2459,58.621,36.207,5.172,58.0,52.239,43.284,4.478,67.0,B50,E11,B90,D06,0.159,0.536,0.261,0.16,0.6,0.24,300.0,RFNUNEZ,1,35.0,64.0,1.0,100.0,38.095,58.73,3.175,63.0,33.871,66.129,0.0,62.0,B76,B12,C40,D88,0.178,0.533,0.289,0.103,0.769,0.128,279.0
Zomarks,44.0,56.0,0.0,100.0,1130.0,1120-1139,44.262,54.098,1.639,61.0,37.5,60.938,1.562,64.0,D00,C50,C54,D01,0.392,0.529,0.039,0.014,0.5,0.486,326.0,Lhema9,-1,48.0,50.0,2.0,100.0,54.237,40.678,5.085,59.0,46.97,53.03,0.0,66.0,B00,D02,A42,A10,0.349,0.476,0.159,0.102,0.424,0.475,347.0
juna8447,51.0,46.0,3.0,100.0,1873.0,1860-1879,61.538,38.462,0.0,65.0,51.667,48.333,0.0,60.0,B50,D10,D31,B30,0.31,0.535,0.155,0.037,0.333,0.537,284.0,SergioMx,1,31.0,67.0,2.0,100.0,32.836,67.164,0.0,67.0,32.759,63.793,3.448,58.0,nonStandard,B00,C40,A13,0.098,0.341,0.439,0.415,0.378,0.159,379.0
miksa99,50.0,41.0,9.0,100.0,2414.0,2400-2419,50.0,40.323,9.677,62.0,42.857,47.619,9.524,63.0,A00,B00,B28,B20,0.138,0.655,0.19,0.036,0.873,0.055,385.0,profdave,-1,48.0,49.0,3.0,100.0,53.226,43.548,3.226,62.0,47.619,47.619,4.762,63.0,B12,E20,D21,E76,0.143,0.603,0.238,0.07,0.842,0.07,389.0
snik1985,43.0,54.0,3.0,100.0,2113.0,2100-2119,51.562,39.062,9.375,64.0,62.295,36.066,1.639,61.0,B12,B20,D02,A95,0.113,0.718,0.155,0.085,0.915,0.0,389.0,Kramsny,-1,44.0,53.0,3.0,100.0,39.062,57.812,3.125,64.0,49.18,49.18,1.639,61.0,B12,A10,A30,A13,0.145,0.564,0.255,0.149,0.507,0.343,496.0
AMANET,55.0,43.0,2.0,100.0,1929.0,1920-1939,50.0,46.774,3.226,62.0,36.508,61.905,1.587,63.0,C41,C20,B10,A04,0.148,0.426,0.426,0.235,0.603,0.103,234.0,VovaPitersky,1,54.0,39.0,7.0,100.0,62.712,30.508,6.78,59.0,46.97,45.455,7.576,66.0,C42,A40,E70,C22,0.191,0.5,0.25,0.271,0.729,0.0,260.0
noskcaj88,30.0,69.0,1.0,100.0,1348.0,1340-1359,26.667,71.667,1.667,60.0,33.846,66.154,0.0,65.0,A01,A40,A06,A20,0.237,0.316,0.368,0.523,0.314,0.14,358.0,suraj09,-1,46.0,52.0,2.0,100.0,44.615,49.231,6.154,65.0,46.667,51.667,1.667,60.0,C50,nonStandard,D21,D25,0.316,0.386,0.246,0.127,0.476,0.333,384.0
venco_m,43.0,56.0,0.0,100.0,1517.0,1500-1519,62.5,37.5,0.0,64.0,49.18,50.82,0.0,61.0,D00,C50,A44,B40,0.243,0.514,0.214,0.164,0.8,0.036,325.0,Dessauxfred,1,43.0,52.0,5.0,100.0,53.968,42.857,3.175,63.0,35.484,59.677,4.839,62.0,D00,A40,C22,C21,0.143,0.679,0.143,0.188,0.641,0.156,352.0
Abdalrhmanmhammed,39.0,56.0,4.0,100.0,1363.0,1360-1379,41.27,52.381,6.349,63.0,46.774,51.613,1.613,62.0,C50,C44,B07,B12,0.309,0.509,0.127,0.354,0.615,0.015,473.0,Mostiska47,-1,46.0,45.0,9.0,100.0,44.262,45.902,9.836,61.0,42.188,53.125,4.688,64.0,C20,C41,B00,D30,0.204,0.593,0.185,0.081,0.435,0.484,496.0
Deda1953,38.0,52.0,10.0,100.0,1472.0,1460-1479,36.066,59.016,4.918,61.0,40.625,56.25,3.125,64.0,A40,B06,C23,D05,0.083,0.396,0.521,0.194,0.528,0.278,264.0,Vincent0625,-1,48.0,50.0,2.0,100.0,51.613,46.774,1.613,62.0,44.444,52.381,3.175,63.0,C41,C30,A01,C36,0.217,0.55,0.2,0.161,0.613,0.226,227.0
loic1982,23.0,76.0,0.0,51.0,1520.0,1500-1519,31.034,65.517,3.448,58.0,37.313,59.701,2.985,67.0,nonStandard,B30,B40,A00,0.465,0.419,0.07,0.282,0.603,0.013,199.0,cristaches,-1,44.0,54.0,2.0,100.0,39.344,60.656,0.0,61.0,46.875,50.0,3.125,64.0,B01,nonStandard,D04,D07,0.167,0.537,0.222,0.087,0.681,0.217,353.0
crazy_barcovsky,64.0,31.0,5.0,100.0,1529.0,1520-1539,74.194,24.194,1.613,62.0,76.19,20.635,3.175,63.0,C50,B20,C47,C53,0.213,0.521,0.245,0.036,0.75,0.214,220.0,kaotiko,-1,57.0,39.0,3.0,100.0,61.404,35.088,3.509,57.0,57.353,36.765,5.882,68.0,C41,C23,B08,C22,0.27,0.419,0.257,0.089,0.733,0.178,346.0
JR_Capablanca_Kadir,47.0,47.0,6.0,100.0,1561.0,1560-1579,47.619,42.857,9.524,63.0,50.0,45.161,4.839,62.0,A40,B30,D55,A09,0.295,0.525,0.148,0.255,0.382,0.345,407.0,Dr_MohamedKamil,1,52.0,47.0,1.0,100.0,54.098,45.902,0.0,61.0,51.562,46.875,1.562,64.0,A43,C50,A01,B23,0.182,0.576,0.227,0.276,0.207,0.466,367.0
RAMBO58,49.0,46.0,5.0,100.0,1408.0,1400-1419,47.692,46.154,6.154,65.0,46.667,50.0,3.333,60.0,B10,B12,C23,B32,0.22,0.525,0.237,0.233,0.383,0.367,398.0,matrixking,-1,41.0,56.0,2.0,100.0,40.984,54.098,4.918,61.0,43.75,56.25,0.0,64.0,B01,B21,A04,C70,0.208,0.491,0.264,0.174,0.565,0.232,316.0
Macmurdo,50.0,50.0,0.0,42.0,1654.0,1640-1659,40.323,58.065,1.613,62.0,53.968,44.444,1.587,63.0,C50,B01,C53,D02,0.271,0.542,0.186,0.391,0.031,0.531,257.0,DBsky1025,-1,57.0,41.0,1.0,100.0,44.262,54.098,1.639,61.0,48.438,51.562,0.0,64.0,C50,B12,B20,C23,0.328,0.552,0.121,0.045,0.939,0.015,217.0
Rawen00,47.0,48.0,5.0,100.0,1758.0,1740-1759,50.0,45.312,4.688,64.0,42.623,49.18,8.197,61.0,D00,C00,D20,A15,0.241,0.414,0.345,0.102,0.746,0.153,254.0,BigFreeze23,1,42.0,54.0,4.0,100.0,51.613,43.548,4.839,62.0,44.444,50.794,4.762,63.0,C50,B01,A06,C41,0.217,0.417,0.367,0.356,0.525,0.119,266.0
fivalde,46.0,52.0,2.0,100.0,1707.0,1700-1719,41.538,58.462,0.0,65.0,50.0,46.667,3.333,60.0,D00,C41,A43,A00,0.263,0.509,0.228,0.136,0.591,0.212,566.0,Sco92,-1,45.0,53.0,2.0,100.0,46.774,53.226,0.0,62.0,47.619,47.619,4.762,63.0,B30,B20,C70,C00,0.203,0.644,0.119,0.127,0.825,0.016,431.0
Styracus,50.0,39.0,11.0,100.0,2237.0,2220-2239,51.613,38.71,9.677,62.0,47.619,42.857,9.524,63.0,B10,B01,D00,B02,0.306,0.565,0.129,0.157,0.647,0.176,243.0,Gabrielito2022,-1,50.0,44.0,6.0,100.0,43.548,50.0,6.452,62.0,52.381,42.857,4.762,63.0,C00,D10,B10,D85,0.1,0.617,0.283,0.466,0.345,0.19,282.0
Fanoela99,52.0,42.0,6.0,100.0,1694.0,1680-1699,53.226,40.323,6.452,62.0,36.508,57.143,6.349,63.0,C50,B01,C42,B50,0.286,0.446,0.214,0.328,0.492,0.049,344.0,bahman1362,1,47.0,51.0,2.0,100.0,51.613,48.387,0.0,62.0,44.444,50.794,4.762,63.0,B01,C41,B10,C42,0.2,0.617,0.183,0.177,0.403,0.387,414.0
Svat63,51.0,49.0,0.0,100.0,1390.0,1380-1399,57.627,40.678,1.695,59.0,43.939,53.03,3.03,66.0,C24,A40,C48,C65,0.413,0.444,0.127,0.085,0.746,0.153,332.0,halibo1040,1,56.0,41.0,2.0,100.0,58.065,38.71,3.226,62.0,47.619,47.619,4.762,63.0,A40,C01,D00,A40,0.242,0.591,0.136,0.5,0.481,0.0,292.0
Maxim_chess777,53.0,42.0,5.0,100.0,1660.0,1640-1659,52.381,41.27,6.349,63.0,48.387,51.613,0.0,62.0,B01,C22,A10,C21,0.111,0.524,0.365,0.259,0.655,0.086,236.0,aksubei97,1,52.0,44.0,4.0,100.0,50.0,46.875,3.125,64.0,47.541,44.262,8.197,61.0,A40,D02,A04,B15,0.23,0.492,0.279,0.333,0.368,0.281,264.0
Derwererist,49.0,48.0,3.0,100.0,909.0,900-919,45.312,50.0,4.688,64.0,47.541,49.18,3.279,61.0,B01,D00,D21,A10,0.379,0.448,0.121,0.613,0.065,0.323,377.0,olmo560,0,52.0,46.0,2.0,100.0,64.062,35.938,0.0,64.0,42.623,54.098,3.279,61.0,B01,C20,A03,A07,0.313,0.418,0.179,0.5,0.089,0.375,378.0
chessKnight75,55.0,41.0,4.0,100.0,1216.0,1200-1219,50.0,45.161,4.839,62.0,44.444,50.794,4.762,63.0,C50,C62,C40,D01,0.271,0.542,0.153,0.2,0.533,0.233,549.0,SAIRAJ_SRK,-1,47.0,50.0,3.0,100.0,47.619,47.619,4.762,63.0,53.226,41.935,4.839,62.0,B01,B10,C65,C30,0.27,0.524,0.143,0.375,0.429,0.179,363.0
MMFLAH,42.0,51.0,7.0,100.0,1572.0,1560-1579,50.794,49.206,0.0,63.0,43.548,50.0,6.452,62.0,C30,A40,A01,C44,0.288,0.373,0.322,0.306,0.516,0.145,250.0,R_Tunbey,-1,38.0,56.0,6.0,100.0,58.73,38.095,3.175,63.0,41.935,54.839,3.226,62.0,B01,C50,B27,A10,0.27,0.476,0.206,0.379,0.414,0.207,239.0
baeuml15,49.0,45.0,6.0,100.0,2013.0,2000-2019,50.794,38.095,11.111,63.0,45.161,53.226,1.613,62.0,A43,B32,B33,A04,0.167,0.65,0.183,0.228,0.596,0.175,424.0,satishpawar,1,36.0,55.0,9.0,100.0,52.381,42.857,4.762,63.0,40.323,50.0,9.677,62.0,B90,B00,B93,A40,0.224,0.534,0.241,0.172,0.586,0.241,373.0
MrSprano,33.0,66.0,0.0,18.0,1419.0,1400-1419,53.333,45.0,1.667,60.0,50.769,46.154,3.077,65.0,A40,B01,D35,A04,0.323,0.477,0.154,0.316,0.351,0.175,322.0,Edgar_Chess2010,1,50.0,47.0,3.0,100.0,46.774,51.613,1.613,62.0,50.794,42.857,6.349,63.0,C00,C02,D06,D11,0.344,0.475,0.164,0.305,0.441,0.136,292.0
Lakhuongdangkhoa,0.0,100.0,0.0,11.0,823.0,820-839,0.0,100.0,0.0,2.0,0.0,100.0,0.0,2.0,A20,A80,A20,A80,0.0,0.0,0.0,0.25,0.25,0.0,171.0,Euphoriafiw,-1,47.0,52.0,1.0,100.0,47.692,50.769,1.538,65.0,40.0,56.667,3.333,60.0,B20,D02,D11,A85,0.4,0.327,0.2,0.09,0.881,0.0,256.0
n72king,53.0,44.0,3.0,100.0,2233.0,2220-2239,57.143,41.27,1.587,63.0,48.387,46.774,4.839,62.0,A29,B30,A16,E60,0.227,0.591,0.152,0.309,0.127,0.564,291.0,SouthAfricanRhino,1,100.0,0.0,0.0,3.0,48.438,45.312,6.25,64.0,50.82,47.541,1.639,61.0,B40,A46,E00,A90,0.242,0.435,0.29,0.241,0.569,0.19,290.0
amanhoni,41.0,58.0,0.0,51.0,885.0,880-899,30.0,70.0,0.0,20.0,30.769,61.538,7.692,13.0,B23,C40,C65,B20,0.4,0.4,0.1,0.455,0.091,0.182,295.0,luxmc,-1,47.0,47.0,6.0,100.0,48.438,45.312,6.25,64.0,52.459,44.262,3.279,61.0,C20,C50,C62,C34,0.349,0.429,0.19,0.536,0.232,0.196,365.0
Ghixo2k,47.0,50.0,3.0,100.0,1111.0,1100-1119,55.738,39.344,4.918,61.0,46.875,50.0,3.125,64.0,A00,B06,A02,A01,0.422,0.359,0.203,0.357,0.482,0.125,351.0,heansen,1,53.0,44.0,3.0,100.0,59.677,35.484,4.839,62.0,44.444,53.968,1.587,63.0,A02,D00,E60,C23,0.277,0.508,0.185,0.161,0.804,0.0,276.0
michaelides62,51.0,46.0,3.0,100.0,1512.0,1500-1519,45.161,50.0,4.839,62.0,53.968,39.683,6.349,63.0,C41,B06,C64,C40,0.226,0.548,0.21,0.393,0.446,0.125,358.0,bimoches,1,45.0,53.0,2.0,100.0,52.381,46.032,1.587,63.0,37.097,59.677,3.226,62.0,C62,C41,A43,B00,0.339,0.554,0.054,0.121,0.652,0.227,363.0
sinedsc,50.0,49.0,1.0,100.0,1272.0,1260-1279,59.375,37.5,3.125,64.0,60.656,39.344,0.0,61.0,B01,B00,D30,B12,0.347,0.347,0.253,0.146,0.438,0.396,240.0,AustinVon,1,44.0,55.0,1.0,100.0,41.667,55.0,3.333,60.0,49.231,50.769,0.0,65.0,C50,C42,D15,C48,0.404,0.351,0.246,0.5,0.197,0.288,256.0
pedrin2021,47.0,48.0,5.0,100.0,1380.0,1360-1379,47.619,50.794,1.587,63.0,43.548,53.226,3.226,62.0,B01,B30,A45,B00,0.474,0.351,0.14,0.246,0.492,0.2,313.0,Lucianagastulo15,0,28.0,65.0,5.0,35.0,31.579,63.158,5.263,19.0,25.0,68.75,6.25,16.0,B30,B54,B33,C46,0.2,0.2,0.3,0.043,0.087,0.87,377.0
WarFist,38.0,57.0,4.0,100.0,1438.0,1420-1439,43.548,54.839,1.613,62.0,52.381,46.032,1.587,63.0,C50,B12,C51,D37,0.383,0.517,0.1,0.206,0.54,0.254,362.0,Schachsucker,-1,50.0,49.0,1.0,100.0,50.0,46.875,3.125,64.0,40.984,57.377,1.639,61.0,C34,C30,B20,A46,0.281,0.509,0.158,0.031,0.446,0.523,358.0
ahmad-reza1371,36.0,56.0,8.0,100.0,1040.0,1020-1039,40.0,48.333,11.667,60.0,36.923,55.385,7.692,65.0,C20,C41,A10,D20,0.271,0.458,0.208,0.723,0.077,0.138,416.0,HelgasGambit,-1,69.0,26.0,5.0,100.0,71.875,25.0,3.125,64.0,63.934,32.787,3.279,61.0,C50,C42,A00,A45,0.2,0.412,0.329,0.861,0.0,0.111,399.0
Mihail_Karpukhin,43.0,51.0,6.0,100.0,2352.0,2340-2359,44.444,47.619,7.937,63.0,33.871,61.29,4.839,62.0,A15,A05,B94,E00,0.286,0.408,0.265,0.279,0.632,0.088,293.0,BorisDoris,1,59.0,40.0,1.0,100.0,57.377,40.984,1.639,61.0,56.25,43.75,0.0,64.0,B40,A40,E60,A62,0.127,0.69,0.169,0.132,0.717,0.151,257.0
Pavel100-14,47.0,48.0,5.0,100.0,1124.0,1120-1139,72.414,24.138,3.448,29.0,40.476,57.143,2.381,42.0,C47,D00,C46,C00,0.395,0.447,0.105,0.29,0.581,0.032,391.0,Sergyn18,-1,40.0,53.0,6.0,96.0,39.062,54.688,6.25,64.0,36.066,57.377,6.557,61.0,C00,C02,D45,C10,0.298,0.404,0.234,0.529,0.414,0.057,264.0
kaus24,50.0,46.0,4.0,100.0,1661.0,1660-1679,49.206,49.206,1.587,63.0,53.226,40.323,6.452,62.0,D02,B10,A00,A43,0.328,0.469,0.203,0.107,0.679,0.214,370.0,kareemsaiddzz7,0,42.0,52.0,6.0,100.0,52.381,44.444,3.175,63.0,40.323,53.226,6.452,62.0,C50,C62,C00,A41,0.328,0.517,0.155,0.508,0.197,0.279,422.0
karaspobeditel,53.0,38.0,9.0,100.0,1978.0,1960-1979,50.0,43.548,6.452,62.0,42.857,50.794,6.349,63.0,C50,B01,B33,D38,0.328,0.448,0.19,0.322,0.153,0.339,260.0,Old_Mornings_Dawn,1,42.0,55.0,3.0,100.0,43.548,53.226,3.226,62.0,44.444,50.794,4.762,63.0,A40,D30,E63,C85,0.127,0.527,0.327,0.154,0.692,0.154,268.0
urbipe,35.0,56.0,8.0,100.0,1382.0,1380-1399,46.032,49.206,4.762,63.0,38.71,51.613,9.677,62.0,D02,A04,A49,A08,0.208,0.717,0.038,0.127,0.825,0.016,401.0,kittygangontop,-1,47.0,49.0,4.0,100.0,52.381,44.444,3.175,63.0,48.387,46.774,4.839,62.0,B10,A40,C63,C50,0.19,0.698,0.079,0.123,0.807,0.018,492.0
lihpzpl,61.0,35.0,4.0,100.0,1790.0,1780-1799,53.846,38.462,7.692,52.0,63.014,31.507,5.479,73.0,C00,C01,B10,B46,0.162,0.662,0.176,0.256,0.581,0.163,523.0,saeedshojaee,1,49.0,47.0,4.0,100.0,56.923,41.538,1.538,65.0,43.333,51.667,5.0,60.0,C50,B30,D20,A53,0.27,0.635,0.063,0.345,0.534,0.103,288.0
Akfjfa,52.0,43.0,5.0,100.0,1062.0,1060-1079,43.75,51.562,4.688,64.0,47.541,47.541,4.918,61.0,C50,C44,B06,C26,0.316,0.579,0.088,0.339,0.081,0.532,580.0,Danglazer7,-1,49.0,50.0,1.0,100.0,52.308,46.154,1.538,65.0,46.667,51.667,1.667,60.0,A40,C50,B20,B53,0.21,0.565,0.161,0.18,0.787,0.016,494.0
TopArch,52.0,45.0,3.0,100.0,1277.0,1260-1279,56.452,41.935,1.613,62.0,31.746,65.079,3.175,63.0,C41,B01,B12,B50,0.4,0.291,0.255,0.194,0.209,0.582,263.0,attosi,-1,47.0,45.0,8.0,100.0,50.82,37.705,11.475,61.0,46.875,43.75,9.375,64.0,C23,C42,A40,D01,0.213,0.459,0.295,0.647,0.02,0.333,255.0
Zylasikryeom,42.0,52.0,6.0,100.0,1300.0,1280-1299,57.353,35.294,7.353,68.0,54.386,36.842,8.772,57.0,B01,C50,B12,C43,0.4,0.314,0.257,0.267,0.622,0.111,340.0,MindHunter6667,-1,41.0,58.0,0.0,46.0,51.515,45.455,3.03,33.0,39.286,60.714,0.0,28.0,A04,B00,B08,A48,0.179,0.571,0.25,0.281,0.562,0.156,237.0
Murilochess12,54.0,43.0,3.0,100.0,1357.0,1340-1359,47.619,46.032,6.349,63.0,58.065,38.71,3.226,62.0,D00,C50,D50,D01,0.212,0.515,0.273,0.321,0.189,0.415,300.0,DilinBor,1,11.0,44.0,44.0,27.0,52.459,34.426,13.115,61.0,48.438,43.75,7.812,64.0,B00,C20,C55,B40,0.238,0.429,0.317,0.796,0.061,0.102,245.0
ebolaopening,47.0,51.0,2.0,100.0,1667.0,1660-1679,49.206,50.794,0.0,63.0,43.548,56.452,0.0,62.0,B00,A40,E00,C03,0.155,0.603,0.224,0.179,0.806,0.0,320.0,craciunremus66,1,47.0,48.0,5.0,100.0,52.381,39.683,7.937,63.0,40.323,51.613,8.065,62.0,C00,C50,C43,D00,0.155,0.776,0.052,0.14,0.596,0.263,325.0
Don_KosAKO,57.0,37.0,5.0,100.0,1027.0,1020-1039,58.73,39.683,1.587,63.0,54.839,43.548,1.613,62.0,C20,C41,B00,B10,0.324,0.451,0.169,0.269,0.231,0.462,435.0,humjeetgaye,1,51.0,44.0,5.0,100.0,51.562,42.188,6.25,64.0,37.705,52.459,9.836,61.0,C42,C57,A05,C45,0.304,0.411,0.25,0.271,0.678,0.051,328.0
ChippeRock,55.0,42.0,3.0,100.0,1893.0,1880-1899,47.619,44.444,7.937,63.0,46.774,48.387,4.839,62.0,C00,C41,B57,B20,0.339,0.407,0.237,0.224,0.328,0.414,270.0,Pavel-GS,-1,49.0,49.0,2.0,100.0,40.323,58.065,1.613,62.0,57.143,41.27,1.587,63.0,A00,C00,A04,B23,0.23,0.508,0.262,0.323,0.468,0.21,257.0
Gosha15,51.0,43.0,6.0,100.0,1544.0,1540-1559,39.344,52.459,8.197,61.0,48.438,48.438,3.125,64.0,C00,B00,C46,B12,0.145,0.618,0.2,0.222,0.683,0.095,307.0,Rubila78,-1,45.0,53.0,2.0,100.0,45.455,50.0,4.545,66.0,42.373,55.932,1.695,59.0,B01,D00,B15,C25,0.327,0.4,0.218,0.242,0.712,0.03,301.0
