user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
Domarovskiy_Vasiliy,-1,64.0,25.0,11.0,100.0
ZandyCandyPie,-1,51.0,42.0,7.0,100.0
philobatewr,1,47.0,50.0,3.0,100.0
Wonderboof,1,42.0,52.0,4.0,63.0
N_Tsolmonbaatar,-1,38.0,60.0,2.0,100.0
Gorg_M,-1,0.0,0.0,0.0,0.0
ferdinandfalaise,1,42.0,52.0,6.0,100.0
UnequalPuma,1,43.0,47.0,10.0,100.0
kirimcplay,-1,31.0,65.0,2.0,38.0
Svv0,-1,56.0,38.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Petal756,1,46.0,52.0,2.0,100.0
BogoaNimo,-1,100.0,0.0,0.0,11.0
juniormagnus2,-1,0.0,100.0,0.0,9.0
shavadzemisho,1,0.0,0.0,0.0,0.0
first_step_nm,-1,45.0,52.0,3.0,100.0
apostx,-1,74.0,22.0,4.0,100.0
RDelToro,-1,31.0,63.0,4.0,66.0
Detrojan1346,1,39.0,61.0,0.0,100.0
ProfPopoff,-1,50.0,47.0,3.0,100.0
Hojjat1989,1,52.0,46.0,2.0,100.0
phoinex1175,1,42.0,55.0,3.0,100.0
Bambangtri,1,46.0,54.0,0.0,100.0
Mehmet454545,1,0.0,0.0,0.0,0.0
SabariTamil,-1,48.0,51.0,1.0,100.0
kryandre,1,49.0,46.0,5.0,100.0
owenat,1,0.0,100.0,0.0,3.0
srinuseenusrinu,-1,48.0,43.0,9.0,100.0
voodoo_voodoo,1,40.0,56.0,4.0,100.0
Stepanoff1966,-1,51.0,45.0,4.0,100.0
Paragon_66,1,48.0,48.0,4.0,100.0
diporuv,1,56.0,41.0,3.0,100.0
LaPesteNegra,1,39.0,52.0,9.0,100.0
Sarthak23,-1,0.0,0.0,0.0,0.0
ahmadmakhzoom,1,51.0,49.0,0.0,100.0
VadimSN,-1,100.0,0.0,0.0,3.0
Ian_V_S,-1,44.0,52.0,4.0,100.0
The_Great_Waldo,1,0.0,0.0,0.0,0.0
Shavkat-2021,-1,65.0,34.0,0.0,78.0
Sharky1975,-1,43.0,55.0,2.0,100.0
Finndroid,1,0.0,0.0,0.0,0.0
dohvaking,-1,53.0,41.0,6.0,100.0
General_Mbuto,-1,42.0,53.0,5.0,100.0
kingbariz,-1,44.0,51.0,5.0,100.0
tanker-3,1,52.0,44.0,4.0,100.0
Dragonrouge7,1,47.0,49.0,4.0,100.0
edouardch,-1,33.0,66.0,0.0,9.0
FI123581321,-1,44.0,51.0,5.0,100.0
delphi2,-1,33.0,33.0,33.0,9.0
itseliinaz,0,0.0,0.0,0.0,0.0
wics1,-1,45.0,54.0,1.0,100.0
kdt34wqx,-1,0.0,0.0,0.0,0.0
vloox,-1,49.0,47.0,4.0,100.0
carryingtheburden,-1,56.0,43.0,1.0,100.0
MoAb13877777777,-1,42.0,50.0,7.0,84.0
Jc-Peru,-1,0.0,0.0,0.0,0.0
CutieCY,-1,0.0,0.0,0.0,0.0
MarcosReis,1,0.0,0.0,0.0,0.0
zakirarafat,-1,38.0,54.0,8.0,100.0
Hannahkizh,1,0.0,0.0,0.0,0.0
JennyChang314,-1,43.0,51.0,6.0,100.0
arthurafarias,-1,0.0,0.0,0.0,0.0
udgo_derey,-1,46.0,50.0,4.0,100.0
yasharnikzad,-1,42.0,51.0,7.0,100.0
Konstricta,-1,54.0,42.0,4.0,100.0
Muanxo,-1,56.0,42.0,1.0,100.0
hellohoneyhalloween,-1,0.0,0.0,0.0,0.0
MJZIRO,1,0.0,0.0,0.0,0.0
Lily_cat,-1,0.0,94.0,5.0,54.0
Deshwen1508,-1,49.0,45.0,6.0,100.0
palosidno,-1,0.0,0.0,0.0,0.0
Garin_Petr,-1,0.0,0.0,0.0,0.0
Ibratullo,-1,42.0,55.0,3.0,100.0
elnoc2,1,45.0,51.0,3.0,99.0
Jessil,1,54.0,42.0,4.0,100.0
Prabath_Sandamal,1,44.0,54.0,2.0,100.0
Judybaby1511,-1,42.0,53.0,5.0,100.0
IwillLo0se,-1,48.0,46.0,6.0,100.0
miladtiami30,-1,0.0,0.0,0.0,0.0
Unohearmek,-1,54.0,42.0,4.0,100.0
Nikos311,-1,59.0,35.0,6.0,100.0
Shevaun_Forrest,1,56.0,42.0,2.0,100.0
fryd123ffa,-1,45.0,50.0,5.0,100.0
MuslimPotia,-1,0.0,0.0,0.0,0.0
PequenoSenpai,1,45.0,53.0,2.0,100.0
hop66,-1,0.0,0.0,0.0,0.0
Alii123456789,-1,0.0,0.0,0.0,0.0
maho1,-1,0.0,0.0,0.0,0.0
captain_roy,-1,47.0,47.0,6.0,100.0
yuvivivek07,-1,56.0,43.0,1.0,100.0
ShanthiThereseS,-1,0.0,0.0,0.0,0.0
Bill-Bach,1,48.0,47.0,5.0,100.0
Journico,1,41.0,56.0,3.0,100.0
alcms,-1,51.0,44.0,5.0,100.0
Johannes_Climacus,0,49.0,45.0,6.0,100.0
namik1958,-1,0.0,0.0,0.0,0.0
edludd,1,25.0,68.0,7.0,100.0
universfritz,0,0.0,0.0,0.0,0.0
nitro100,-1,47.0,47.0,6.0,100.0
mephisto42,1,55.0,40.0,5.0,100.0
ankush2395,1,0.0,60.0,40.0,5.0
ig-stanojevic,-1,50.0,44.0,6.0,100.0
stanley_yelnats,1,52.0,46.0,2.0,100.0
petrbobrov,0,46.0,48.0,6.0,100.0
yolesoce,1,54.0,44.0,2.0,100.0
yami1_MPASO,-1,52.0,43.0,5.0,100.0
ShahMatch,-1,0.0,0.0,0.0,0.0
ZEBO85,-1,47.0,52.0,1.0,100.0
gg9tt6ggtt96,0,52.0,41.0,7.0,100.0
HollowLeaf,-1,0.0,0.0,0.0,0.0
Hardedot,-1,45.0,50.0,5.0,100.0
ALEXXXL1985,-1,45.0,52.0,3.0,100.0
patitojuan456,-1,59.0,36.0,5.0,100.0
darklukie,1,55.0,41.0,4.0,100.0
blundragain,1,53.0,41.0,6.0,100.0
Naij_Warrior,-1,0.0,0.0,0.0,0.0
helixmusic,-1,0.0,0.0,0.0,0.0
ShamanTurko,-1,48.0,49.0,3.0,100.0
Sport29,1,50.0,48.0,2.0,100.0
lalrinpuia,1,41.0,55.0,4.0,100.0
Rloca,1,43.0,54.0,3.0,100.0
Reinaldo_DMJ,-1,38.0,60.0,2.0,100.0
jesserez,1,0.0,0.0,0.0,0.0
roadrunerrr,-1,34.0,59.0,7.0,100.0
msheikhi459,-1,52.0,45.0,3.0,100.0
RuL_Ling,1,48.0,48.0,4.0,100.0
sancher25new,1,33.0,58.0,8.0,72.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
RoyJennings,-1,52.0,48.0,0.0,100.0
Reza_Mokhtari54,1,47.0,52.0,1.0,100.0
akib67,-1,43.0,51.0,6.0,100.0
Leviathan_Seraph731,0,44.0,51.0,5.0,100.0
Hars1997,1,47.0,49.0,4.0,100.0
h4mst3r,-1,45.0,49.0,6.0,100.0
CTiznado,-1,45.0,55.0,0.0,100.0
myktybekov,-1,47.0,48.0,5.0,100.0
dermawan13,1,45.0,50.0,5.0,100.0
Alex_litl,-1,0.0,0.0,0.0,0.0
bkhdxb86,-1,53.0,44.0,3.0,100.0
NasiGorengPedas,-1,49.0,50.0,1.0,100.0
aboaldahab,1,47.0,49.0,4.0,100.0
hfgjjvvgjbc,1,48.0,48.0,4.0,100.0
timlinkingwater,0,44.0,53.0,3.0,100.0
carlos_doubledanger,-1,49.0,43.0,8.0,100.0
oleksa70,-1,0.0,0.0,0.0,0.0
Farjani,-1,33.0,33.0,33.0,9.0
S8S8TF8,-1,0.0,0.0,0.0,0.0
ADC-tungquan2018,-1,16.0,83.0,0.0,6.0
gunya_artem,-1,25.0,75.0,0.0,36.0
andrzejwaclawek,-1,45.0,53.0,2.0,100.0
vova85,1,48.0,51.0,1.0,100.0
Eyanchess,1,0.0,0.0,0.0,0.0
EmilySalome,-1,46.0,48.0,6.0,100.0
danthoy,1,44.0,48.0,8.0,100.0
AngelofDeath66,-1,0.0,0.0,0.0,0.0
Superfuffl,1,53.0,43.0,4.0,100.0
choze,1,0.0,0.0,0.0,0.0
Mr_Arge,-1,0.0,0.0,0.0,0.0
guduzatapiwa,-1,49.0,48.0,3.0,100.0
KoJI9I,1,50.0,46.0,4.0,100.0
voicixs,1,49.0,48.0,3.0,100.0
iluh4,1,50.0,46.0,4.0,100.0
SheikhJan571,0,59.0,37.0,3.0,96.0
tercerplaneta,0,41.0,56.0,2.0,100.0
MrJohnnyRico,-1,68.0,32.0,0.0,75.0
DonVakura,1,56.0,42.0,1.0,100.0
Uncle-Fares,1,100.0,0.0,0.0,6.0
AlucardPain,1,38.0,61.0,0.0,39.0
Manuel_Pelz,1,39.0,59.0,2.0,100.0
WindowBroke,1,50.0,50.0,0.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
sunil505316,-1,48.0,50.0,2.0,100.0
Pu-Py,1,42.0,51.0,7.0,100.0
huggarci,-1,43.0,50.0,6.0,90.0
InvertedKings,0,54.0,42.0,4.0,100.0
ganito,1,0.0,0.0,0.0,0.0
fuati123,1,48.0,45.0,7.0,100.0
Nelsongomezd,1,42.0,49.0,9.0,100.0
ariza105,-1,46.0,51.0,3.0,100.0
Gzy1208,1,0.0,100.0,0.0,1.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Systemj,-1,52.0,43.0,5.0,100.0
M_DENI,-1,64.0,28.0,7.0,100.0
rezaasadi68,-1,0.0,0.0,0.0,0.0
Freddzo,0,0.0,100.0,0.0,6.0
ShadowRFG,0,43.0,52.0,5.0,100.0
sirgeorges,-1,0.0,0.0,0.0,0.0
FlapjackCharlie,-1,49.0,42.0,9.0,100.0
afarewelltoarms,-1,42.0,52.0,6.0,100.0
jurisailis,1,0.0,100.0,0.0,2.0
aletthebrave,-1,38.0,56.0,6.0,100.0
Tom-Jerry111,1,36.0,60.0,4.0,100.0
Gibbsdavi47,-1,20.0,80.0,0.0,15.0
pedramchegini,1,0.0,0.0,0.0,0.0
Johnsnowhite,1,100.0,0.0,0.0,3.0
V8V8V8V8-vtec,-1,73.0,21.0,5.0,57.0
floried200_9,-1,0.0,0.0,0.0,0.0
Samuelmaduro,1,80.0,16.0,3.0,93.0
GabrielColonna2024,-1,0.0,0.0,0.0,0.0
Tasmadi,-1,44.0,51.0,5.0,100.0
Runareyou,0,42.0,50.0,8.0,100.0
sudheersha,1,0.0,0.0,0.0,0.0
makshsergei,1,0.0,0.0,0.0,0.0
sctanna,-1,49.0,48.0,3.0,100.0
pedro-mantovani,1,45.0,51.0,4.0,100.0
JesusS507,-1,45.0,54.0,1.0,100.0
Kamal_Latwal,-1,45.0,51.0,4.0,100.0
lemiresucks,-1,80.0,12.0,8.0,75.0
sina_fatem,1,33.0,66.0,0.0,15.0
kenanalzd,-1,56.0,41.0,3.0,100.0
Bongsky1971,-1,0.0,0.0,0.0,0.0
bammy,1,0.0,0.0,0.0,0.0
ImmuneCurry4,1,47.0,47.0,5.0,51.0
ololoboum,-1,43.0,56.0,1.0,100.0
megnut,-1,57.0,40.0,2.0,100.0
EssamRabie12,1,55.0,38.0,5.0,54.0
Toni_74,1,48.0,46.0,6.0,100.0
Reloaded_d,0,45.0,43.0,12.0,100.0
Enredador,-1,0.0,0.0,0.0,0.0
saxenashreyansh,1,0.0,0.0,0.0,0.0
hwappel1,-1,50.0,44.0,6.0,100.0
rahan971,-1,47.0,44.0,9.0,100.0
MIKE_UK74RU,-1,49.0,44.0,7.0,100.0
SVVPSU-1990,-1,32.0,66.0,2.0,100.0
edmad,-1,44.0,51.0,5.0,100.0
Modos_Gabor,1,41.0,59.0,0.0,100.0
conor34,-1,63.0,37.0,0.0,100.0
YANOMAMY,-1,50.0,37.0,13.0,100.0
Gamebro78,-1,51.0,44.0,5.0,100.0
victoyo,-1,33.0,57.0,9.0,100.0
Real_Roy,-1,48.0,48.0,4.0,100.0
Agoodboey,1,20.0,80.0,0.0,15.0
zerosuperfly,-1,45.0,55.0,0.0,100.0
Kaissa69,1,14.0,85.0,0.0,21.0
Pembunuhmasterindo,-1,49.0,47.0,4.0,100.0
yzwikk,-1,0.0,0.0,0.0,0.0
dangerousambuj,-1,46.0,54.0,0.0,100.0
torpilleur79,-1,47.0,49.0,4.0,100.0
Tabita_Acapa,-1,56.0,39.0,5.0,100.0
godoy1105,-1,43.0,53.0,4.0,100.0
Iliaterm,1,0.0,100.0,0.0,1.0
Santito14,-1,55.0,44.0,0.0,54.0
Gnomox,1,0.0,0.0,0.0,0.0
edya28,1,56.0,38.0,6.0,100.0
ZehirsizKobra,-1,7.0,92.0,0.0,42.0
Chesster_field,-1,28.0,71.0,0.0,21.0
Nikorolev,1,0.0,100.0,0.0,3.0
PLAISANTIN,-1,49.0,49.0,2.0,100.0
avpchess,1,46.0,51.0,3.0,100.0
KZhivin,-1,45.0,51.0,4.0,100.0
TTB,-1,39.0,59.0,2.0,100.0
Genesis111,-1,0.0,83.0,16.0,6.0
moohseen,1,0.0,0.0,0.0,0.0
Elmer_61,1,54.0,45.0,1.0,100.0
Stoker18,-1,46.0,50.0,4.0,100.0
Janaidar10,1,50.0,50.0,0.0,6.0
tobisaxonia,-1,50.0,50.0,0.0,100.0
alfaone9,1,46.0,53.0,1.0,100.0
mikimous,1,87.0,12.0,0.0,24.0
maximpson,-1,0.0,0.0,0.0,0.0
luckylucas,-1,0.0,0.0,0.0,0.0
kamilasardor,-1,61.0,35.0,4.0,100.0
mfrg1962,1,42.0,56.0,2.0,100.0
henokkebede,1,50.0,45.0,5.0,100.0
Marina-Submarina,1,0.0,0.0,0.0,0.0
amirsa,1,0.0,0.0,0.0,0.0
Serjar,-1,46.0,47.0,7.0,100.0
Noflaps,1,45.0,50.0,5.0,100.0
ninodusty,1,44.0,56.0,0.0,100.0
CaperucitaRoja,-1,0.0,0.0,0.0,0.0
S_a_n_u_j_a,1,43.0,52.0,5.0,100.0
MrPuj,1,0.0,0.0,0.0,0.0
chichuu025,-1,50.0,50.0,0.0,6.0
PillsMorphy,1,45.0,52.0,3.0,100.0
Avrora1917,-1,36.0,56.0,7.0,100.0
cucurru,1,0.0,0.0,0.0,0.0
nakacevinal,-1,47.0,49.0,4.0,100.0
turkeychilli,-1,81.0,19.0,0.0,100.0
hosseinfarhadi1399,-1,0.0,0.0,0.0,0.0
punkyvino,1,46.0,54.0,0.0,100.0
Fr3aky,-1,0.0,0.0,0.0,0.0
arawana99loco77,-1,0.0,0.0,0.0,0.0
JuanOlivera05,-1,53.0,43.0,4.0,100.0
Allehandro,1,49.0,48.0,3.0,100.0
eleozchess,1,36.0,64.0,0.0,100.0
zekiefendi,-1,0.0,0.0,0.0,0.0
SralMies,-1,0.0,0.0,0.0,0.0
daniel_sypula,1,0.0,0.0,0.0,0.0
Bruh1012,-1,57.0,34.0,8.0,100.0
bkzerattv,0,48.0,47.0,5.0,100.0
kingkahnacademy,-1,46.0,46.0,8.0,100.0
KarpvoSerena,1,0.0,0.0,0.0,0.0
svt2121,1,0.0,0.0,0.0,0.0
BAMFm,-1,45.0,48.0,7.0,100.0
chris_escorpio,1,45.0,54.0,1.0,100.0
far4232,1,63.0,31.0,4.0,66.0
raaft666,1,36.0,55.0,9.0,100.0
Nzm97,1,42.0,55.0,3.0,100.0
Oleg-derkach-67,-1,0.0,0.0,0.0,0.0
vzs1985,-1,0.0,0.0,0.0,0.0
LenaLeonore,1,45.0,53.0,2.0,100.0
ArchangelAres,1,0.0,0.0,0.0,0.0
hermanosssss,-1,43.0,54.0,3.0,100.0
yahnster,-1,43.0,52.0,5.0,100.0
Chava1953,1,43.0,53.0,4.0,100.0
zaganospasha,-1,51.0,43.0,6.0,100.0
Alef2023-2023,-1,36.0,52.0,12.0,100.0
istab,1,0.0,0.0,0.0,0.0
Mmodestie,1,22.0,77.0,0.0,9.0
alex0782,-1,37.0,59.0,4.0,100.0
mazi_dozi,-1,60.0,40.0,0.0,45.0
IcanSEEyou2,1,66.0,33.0,0.0,18.0
echappe5,-1,47.0,51.0,2.0,100.0
jkmonk,-1,43.0,54.0,3.0,100.0
hard_queen,1,0.0,0.0,0.0,0.0
daynosukus7,-1,47.0,41.0,12.0,100.0
vefort,-1,27.0,71.0,2.0,100.0
Arkan713,-1,44.0,52.0,4.0,100.0
ShriyaSTAR,-1,0.0,0.0,0.0,0.0
HULK1408,-1,56.0,38.0,5.0,100.0
Magicmush1,-1,0.0,100.0,0.0,3.0
turcobrahin,1,43.0,55.0,2.0,100.0
ChessBroski710,-1,41.0,54.0,5.0,100.0
AtharvKirtikar,-1,45.0,52.0,1.0,61.0
Killing99,1,46.0,49.0,5.0,100.0
El-Latig25,-1,56.0,39.0,5.0,100.0
LiamMoaz,1,68.0,31.0,0.0,57.0
kostamai,-1,57.0,39.0,3.0,89.0
Vyrubala73,-1,79.0,15.0,6.0,100.0
TimJergins,1,45.0,43.0,12.0,100.0
robertbernales,1,54.0,44.0,2.0,100.0
Leong2015,-1,41.0,52.0,7.0,100.0
hosseines,-1,55.0,40.0,5.0,100.0
Computer_Linux_Pro,-1,0.0,0.0,0.0,0.0
Kiselevskij,-1,54.0,38.0,8.0,100.0
juantalaver,1,48.0,50.0,2.0,100.0
Sin1453,1,48.0,48.0,4.0,100.0
resantos,-1,59.0,34.0,7.0,100.0
ImmanuelKant1,1,0.0,0.0,0.0,0.0
ufukball90,-1,51.0,44.0,5.0,100.0
corentingnt,1,45.0,52.0,3.0,100.0
Darshinidem,1,28.0,70.0,1.0,100.0
lirbi2006,1,49.0,49.0,2.0,100.0
Isaac_qr,1,53.0,43.0,4.0,100.0
KirillVdovi,-1,0.0,0.0,0.0,0.0
jmch355,-1,46.0,43.0,10.0,90.0
hishamsamaan,-1,55.0,42.0,3.0,100.0
prakkulam,1,47.0,51.0,2.0,100.0
AnnaJakubowska,1,66.0,26.0,6.0,90.0
Gvelasco,-1,45.0,42.0,13.0,100.0
bandiodelcor,1,50.0,48.0,2.0,100.0
Futurelooker,1,51.0,39.0,10.0,100.0
Aravind725,1,0.0,0.0,0.0,0.0
dgbluescorpion,-1,50.0,46.0,4.0,100.0
Odirovski,-1,60.0,38.0,2.0,100.0
Brodin_88,-1,45.0,50.0,5.0,100.0
Aiker13,1,44.0,55.0,1.0,100.0
yamenalmidani,1,18.0,63.0,18.0,11.0
Schachfreak19090,1,29.0,64.0,5.0,51.0
jitendra64,-1,51.0,42.0,6.0,99.0
FerCes57,1,49.0,50.0,1.0,100.0
knuthans,-1,20.0,80.0,0.0,15.0
Ginopinoalpinobis,-1,0.0,0.0,0.0,0.0
HernyTheOne,-1,42.0,57.0,0.0,100.0
JohnViktor,-1,45.0,46.0,9.0,100.0
pagnolore,1,0.0,0.0,0.0,0.0
covua92,1,51.0,48.0,1.0,100.0
Alexsandr19,-1,56.0,44.0,0.0,75.0
SEAR-1,-1,0.0,0.0,0.0,0.0
Pyushkin,-1,44.0,51.0,5.0,100.0
raskolnikov94,1,53.0,44.0,3.0,100.0
P_Anumitha-22,-1,0.0,0.0,0.0,0.0
zawodnik88,1,9.0,87.0,4.0,100.0
vofik1,-1,50.0,47.0,3.0,100.0
Marcel_C,-1,47.0,49.0,4.0,100.0
Wish_You_Were_Here,-1,61.0,28.0,10.0,100.0
alaau571,1,56.0,41.0,2.0,100.0
dianjiang,-1,0.0,0.0,0.0,0.0
Slofus,1,49.0,48.0,3.0,100.0
HerrDingsbums,1,49.0,46.0,5.0,100.0
Zherya,-1,54.0,40.0,6.0,100.0
Distimi,-1,0.0,0.0,0.0,0.0
eedeecee,-1,54.0,42.0,4.0,100.0
generalpata,1,0.0,0.0,0.0,0.0
SheldonCouper,1,52.0,46.0,2.0,100.0
Jack-in-the-Box,1,52.0,45.0,3.0,100.0
DelatorreClub,-1,50.0,50.0,0.0,6.0
Vedhesh,-1,46.0,38.0,15.0,39.0
milkzuozuo,-1,0.0,0.0,0.0,0.0
Enrikevaz,-1,53.0,45.0,2.0,100.0
Arunabh1976,-1,53.0,42.0,5.0,100.0
herve-91-fr,-1,0.0,0.0,0.0,0.0
LeonardVo,-1,55.0,45.0,0.0,100.0
MateInAit,1,0.0,0.0,0.0,0.0
Fouche25,-1,48.0,47.0,5.0,100.0
princeyamsinaloa,-1,45.0,54.0,1.0,100.0
whackwhak,1,54.0,43.0,3.0,100.0
ademdeus,0,36.0,54.0,9.0,33.0
Karkas31,-1,0.0,0.0,0.0,0.0
Brsgry,-1,39.0,56.0,5.0,100.0
hi_chesca,-1,43.0,56.0,1.0,100.0
conito2710,-1,52.0,42.0,6.0,100.0
Tryhard12345,0,44.0,55.0,0.0,27.0
CaballeroReyOxidado,1,39.0,54.0,7.0,100.0
zarifhooman,-1,0.0,0.0,0.0,0.0
Nasdaq100,-1,49.0,46.0,5.0,100.0
soterov,-1,0.0,0.0,0.0,0.0
Mo-Gamil,1,50.0,44.0,6.0,100.0
GottDesFussgeruchs,1,0.0,0.0,0.0,0.0
Goran_giga1967,1,49.0,47.0,4.0,100.0
sebaa20008,-1,38.0,56.0,6.0,100.0
oda14,-1,56.0,37.0,7.0,100.0
EmirMalkac,1,37.0,59.0,2.0,72.0
Joswinprince,-1,49.0,47.0,4.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Loom_2009,-1,53.0,41.0,6.0,100.0
puestoma,1,0.0,0.0,0.0,0.0
pettyusz86,1,0.0,0.0,0.0,0.0
hbpdf,-1,71.0,24.0,5.0,100.0
amadk0ur,-1,55.0,44.0,1.0,100.0
andwappe,-1,62.0,38.0,0.0,100.0
hariclt,1,47.0,47.0,6.0,100.0
akrm90,-1,33.0,66.0,0.0,18.0
Aditya806,1,49.0,47.0,4.0,100.0
ROOPAKVARMA,1,41.0,51.0,8.0,100.0
Q369,-1,45.0,55.0,0.0,100.0
VosanoMatio,-1,63.0,35.0,2.0,100.0
fleshas,1,50.0,44.0,5.0,54.0
cleth95,1,48.0,48.0,4.0,100.0
saravana31121999,0,100.0,0.0,0.0,2.0
Akashai2244,1,47.0,49.0,4.0,100.0
isvani,-1,44.0,55.0,1.0,100.0
MRCHESS1983,-1,52.0,38.0,10.0,100.0
principiantembh,1,49.0,49.0,2.0,100.0
artemka313,1,0.0,0.0,0.0,0.0
DntGetBluWffle,0,47.0,46.0,7.0,100.0
EthanloverChess,1,0.0,100.0,0.0,9.0
luisinho252,1,51.0,47.0,2.0,100.0
Bigadilov_Zhanay04,1,37.0,56.0,5.0,53.0
Oural_1er,-1,0.0,0.0,0.0,0.0
tuss91,-1,38.0,60.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
KostyaHoroshcenko,1,30.0,66.0,4.0,100.0
terroir_15081969,1,0.0,0.0,0.0,0.0
MrShNN,-1,50.0,44.0,6.0,100.0
scottyv,-1,0.0,0.0,0.0,0.0
realbad_player1,-1,53.0,44.0,3.0,100.0
morbannxx,-1,16.0,83.0,0.0,18.0
GregCT,-1,50.0,35.0,14.0,42.0
Franmoro8,-1,43.0,55.0,2.0,100.0
Samisaya,0,0.0,0.0,0.0,0.0
Dimsan69,-1,52.0,46.0,2.0,100.0
Miladys,-1,27.0,68.0,5.0,100.0
Murat136,-1,57.0,39.0,3.0,100.0
taylor_marks,1,0.0,0.0,0.0,0.0
umityldz26,-1,54.0,46.0,0.0,100.0
applerook,1,45.0,53.0,2.0,100.0
Sand-bag,-1,40.0,60.0,0.0,15.0
TheFuture1,1,65.0,23.0,11.0,78.0
Iqbal528,-1,53.0,47.0,0.0,100.0
ercan2348,1,42.0,57.0,0.0,100.0
PatzerNoblechuks,1,67.0,31.0,2.0,100.0
Kingoffhead,-1,37.0,56.0,6.0,100.0
killriam,1,46.0,50.0,4.0,100.0
SabariTamil,-1,48.0,51.0,1.0,100.0
navacho007,1,46.0,49.0,5.0,100.0
Plovdiv33,-1,42.0,53.0,5.0,100.0
PI3141,1,0.0,0.0,0.0,0.0
Arnowerner,1,40.0,57.0,2.0,100.0
perelin,1,47.0,53.0,0.0,100.0
solariskay,1,53.0,37.0,10.0,100.0
jecoy13,1,0.0,0.0,0.0,0.0
arionchetia10,-1,48.0,50.0,2.0,100.0
Brewstler,1,50.0,50.0,0.0,18.0
Mmofe,1,48.0,52.0,0.0,100.0
Gas-ton_cito1,-1,44.0,52.0,4.0,100.0
amansgottapoowhen,1,45.0,49.0,6.0,100.0
XelaOrbit,1,51.0,47.0,2.0,100.0
jaroch85,-1,47.0,51.0,2.0,100.0
AltaiKA,-1,43.0,45.0,12.0,100.0
Sjakkhistoriker,-1,0.0,0.0,0.0,0.0
MaxZuckertort,-1,52.0,43.0,5.0,100.0
DRAMAZIGH,-1,0.0,0.0,0.0,0.0
Alkop0,-1,43.0,54.0,3.0,100.0
Khegay1997,-1,69.0,17.0,14.0,100.0
marketing_the_best,1,49.0,49.0,2.0,100.0
behooooooooo,1,0.0,0.0,0.0,0.0
LeonidMessi,-1,62.0,37.0,0.0,48.0
DamonRogers,-1,49.0,46.0,5.0,100.0
K606,-1,0.0,0.0,0.0,0.0
Jubal_Hersha,1,60.0,40.0,0.0,15.0
arturro_k,-1,54.0,45.0,1.0,100.0
MedanthRaja,-1,33.0,66.0,0.0,9.0
Brane1234,-1,43.0,56.0,1.0,100.0
akashpaul,1,41.0,57.0,1.0,100.0
Simiryakin,-1,52.0,42.0,6.0,100.0
mojtaba174,-1,44.0,52.0,4.0,100.0
LuKazzLopez,1,52.0,41.0,7.0,100.0
Felix_Amarilla,-1,0.0,0.0,0.0,0.0
w1995,1,48.0,49.0,3.0,100.0
nnyet,-1,49.0,51.0,0.0,100.0
Nashid0023,1,44.0,52.0,4.0,100.0
tomas_rafat,1,42.0,56.0,1.0,100.0
Fas1961,1,50.0,45.0,5.0,100.0
ProfessorOblivion,-1,50.0,50.0,0.0,100.0
TobeMe,1,49.0,47.0,4.0,100.0
Getribica,-1,50.0,45.0,5.0,100.0
Huasamandrapo-feroz,-1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
evosud,-1,49.0,50.0,1.0,100.0
MajidHadidi1349,-1,46.0,42.0,12.0,100.0
Mali1908,-1,42.0,53.0,5.0,100.0
ThomasTicot22,1,69.0,30.0,0.0,39.0
JA365univ,1,44.0,45.0,11.0,100.0
agn-7,1,42.0,56.0,2.0,100.0
Pandi9595,1,40.0,59.0,1.0,100.0
Leonov_Evgeniy,1,0.0,0.0,0.0,0.0
KM_Cich0ciemny,-1,46.0,45.0,9.0,100.0
nf_9999,-1,47.0,51.0,2.0,100.0
karpopov,1,50.0,50.0,0.0,100.0
cumulus200,1,25.0,74.0,1.0,100.0
tolichach,-1,63.0,22.0,15.0,100.0
abuhamo,0,50.0,44.0,6.0,100.0
ajkckskcjsekxjakgb,1,61.0,37.0,2.0,100.0
Belousov1996,1,35.0,53.0,12.0,100.0
BrandonBrandy,1,39.0,56.0,5.0,100.0
Phalanx_2018,-1,51.0,46.0,3.0,100.0
sajal001,1,49.0,46.0,5.0,100.0
Pacosian,-1,0.0,0.0,0.0,0.0
VictorRodinovich54,1,45.0,52.0,3.0,100.0
nivsram21,-1,50.0,48.0,2.0,100.0
Misha_Slonov,-1,0.0,0.0,0.0,0.0
Kotenko_Vadim,-1,63.0,35.0,2.0,100.0
Moudy2,-1,51.0,47.0,2.0,100.0
toyota_86,-1,54.0,45.0,1.0,100.0
drakus2019,-1,40.0,54.0,6.0,100.0
KaneshiroZ,1,0.0,0.0,0.0,0.0
DavidTopp,-1,40.0,54.0,6.0,100.0
SifuJay,1,43.0,53.0,4.0,100.0
supremelama2,1,38.0,56.0,5.0,100.0
