user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3
Victorteador2,42.0,56.0,1.0,100.0,1734.0,59.677,40.323,0.0,62.0,44.444,50.794,4.762,63.0,B00,A40,B29,A00,0.154,0.354,0.477,0.211,0.579,0.158,282.0,45.0,10537.0,2450.0,2398.0,2364.0
mianazri,48.0,48.0,4.0,100.0,1664.0,40.625,54.688,4.688,64.0,50.82,44.262,4.918,61.0,D00,C41,C25,D13,0.228,0.526,0.228,0.226,0.71,0.065,229.0,45.01,1743.0,2123.0,1990.0,1929.0
aliisoma,49.0,45.0,6.0,100.0,1378.0,50.0,43.75,6.25,64.0,44.262,50.82,4.918,61.0,A40,B20,A07,E00,0.305,0.322,0.254,0.458,0.271,0.169,373.0,46.19,1581.0,1824.0,1799.0,1758.0
ROSMELTORRE,100.0,0.0,0.0,3.0,1850.0,46.269,46.269,7.463,67.0,50.0,50.0,0.0,58.0,C40,B20,C58,E15,0.233,0.517,0.25,0.417,0.517,0.067,399.0,59.32,5296.0,2162.0,2138.0,2125.0
Rico-Hirschmann,48.0,44.0,8.0,100.0,1073.0,46.774,51.613,1.613,62.0,44.444,44.444,11.111,63.0,C50,C44,B12,C26,0.263,0.439,0.228,0.35,0.483,0.117,355.0,45.02,935.0,1192.0,1186.0,1179.0
Abutch3r,60.0,31.0,9.0,100.0,1099.0,66.102,33.898,0.0,59.0,46.97,39.394,13.636,66.0,C50,C44,B23,C21,0.357,0.5,0.071,0.37,0.543,0.087,431.0,46.28,337.0,1320.0,1187.0,1169.0
olbapodeclas,53.0,41.0,6.0,100.0,2080.0,49.206,44.444,6.349,63.0,50.0,41.935,8.065,62.0,C00,C63,C64,C21,0.097,0.532,0.339,0.13,0.611,0.259,422.0,45.18,22978.0,2431.0,2418.0,2393.0
jigzsz,56.0,40.0,3.0,87.0,1908.0,64.583,33.333,2.083,48.0,47.826,47.826,4.348,46.0,B01,B10,B06,B00,0.17,0.547,0.264,0.342,0.079,0.395,255.0,46.77,94.0,2011.0,1947.0,1943.0
RoadToGMI2666,53.0,43.0,4.0,100.0,2073.0,67.647,30.882,1.471,68.0,49.123,40.351,10.526,57.0,D10,D02,E04,B01,0.176,0.541,0.27,0.023,0.636,0.318,342.0,113.61,371.0,2456.0,2451.0,2415.0
mohandesbarry,49.0,46.0,5.0,100.0,1811.0,61.29,35.484,3.226,62.0,36.508,61.905,1.587,63.0,B40,B00,B06,C72,0.393,0.557,0.033,0.148,0.705,0.148,337.0,45.07,30502.0,2118.0,2113.0,2108.0
betskiy,47.0,50.0,3.0,100.0,1607.0,51.613,46.774,1.613,62.0,46.032,50.794,3.175,63.0,A40,B12,A00,E24,0.148,0.607,0.213,0.033,0.672,0.295,359.0,45.1,17404.0,1921.0,1863.0,1862.0
JerrysonAgyapas,42.0,56.0,2.0,100.0,2004.0,46.875,46.875,6.25,64.0,47.541,44.262,8.197,61.0,A45,A40,D31,C45,0.288,0.475,0.22,0.281,0.509,0.211,274.0,45.25,5361.0,2242.0,2215.0,2210.0
mlfmagic,35.0,57.0,7.0,42.0,1498.0,52.542,44.068,3.39,59.0,45.455,46.97,7.576,66.0,B10,B01,B31,C42,0.246,0.377,0.328,0.246,0.684,0.07,224.0,45.11,25922.0,1831.0,1818.0,1806.0
Ritterkoko,0.0,100.0,0.0,3.0,1500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,C30,,C30,,0.0,0.0,0.0,0.0,1.0,0.0,270.0,500.0,1.0,0.0,0.0,0.0
radekmuhlfeit,36.0,56.0,8.0,100.0,1928.0,44.444,44.444,11.111,63.0,35.484,59.677,4.839,62.0,A43,D10,A84,A02,0.08,0.6,0.3,0.138,0.677,0.185,388.0,45.31,9116.0,2465.0,2409.0,2358.0
teddilicious,45.0,54.0,1.0,100.0,1433.0,50.794,46.032,3.175,63.0,45.161,54.839,0.0,62.0,C50,B00,C48,A20,0.45,0.383,0.167,0.333,0.508,0.079,218.0,45.0,10512.0,1799.0,1767.0,1745.0
Nagaty_n,37.0,56.0,6.0,100.0,1883.0,33.871,56.452,9.677,62.0,38.095,60.317,1.587,63.0,C01,C00,C20,B22,0.2,0.667,0.133,0.247,0.521,0.219,660.0,45.09,8550.0,2146.0,2143.0,2142.0
JJMullis,39.0,56.0,5.0,100.0,1230.0,49.254,44.776,5.97,67.0,34.483,63.793,1.724,58.0,D00,B00,D20,A01,0.321,0.528,0.132,0.209,0.761,0.015,293.0,45.71,1552.0,1507.0,1480.0,1474.0
disto,50.0,50.0,0.0,12.0,2404.0,44.068,45.763,10.169,59.0,45.455,46.97,7.576,66.0,B00,A00,D00,nonStandard,0.304,0.518,0.161,0.052,0.759,0.19,227.0,54.68,5332.0,2755.0,2709.0,2701.0
elingleb2021gmailc,50.0,33.0,16.0,18.0,1719.0,52.308,40.0,7.692,65.0,56.667,35.0,8.333,60.0,A00,C50,A06,C53,0.412,0.338,0.235,0.234,0.766,0.0,208.0,63.33,564.0,2112.0,2077.0,2050.0
m2362,47.0,50.0,3.0,100.0,951.0,48.387,48.387,3.226,62.0,36.508,58.73,4.762,63.0,C50,B01,D04,B30,0.415,0.34,0.151,0.299,0.0,0.701,255.0,45.1,3501.0,1528.0,1154.0,1138.0
Bourne74,46.0,48.0,6.0,100.0,1803.0,43.077,46.154,10.769,65.0,48.333,46.667,5.0,60.0,B20,C00,D37,A04,0.193,0.526,0.263,0.155,0.362,0.466,259.0,45.15,22086.0,2050.0,2036.0,2036.0
bobby_capablanca,51.0,40.0,9.0,100.0,1930.0,47.541,36.066,16.393,61.0,48.438,37.5,14.062,64.0,A20,B43,D05,D50,0.15,0.717,0.1,0.043,0.761,0.196,591.0,153.14,452.0,1948.0,1903.0,1891.0
Mikaelov,53.0,40.0,7.0,100.0,2095.0,56.452,38.71,4.839,62.0,41.27,47.619,11.111,63.0,A01,B13,D43,D10,0.164,0.492,0.311,0.333,0.407,0.259,335.0,54.23,2325.0,2243.0,2211.0,2204.0
lumpia2020,50.0,45.0,5.0,100.0,1979.0,53.333,41.667,5.0,60.0,47.692,50.769,1.538,65.0,B30,A04,D04,B07,0.127,0.619,0.238,0.345,0.534,0.086,418.0,81.92,154.0,2297.0,2172.0,2133.0
Pavvlad,59.0,39.0,2.0,100.0,1805.0,60.317,34.921,4.762,63.0,54.839,45.161,0.0,62.0,A00,B00,B01,A07,0.25,0.583,0.167,0.08,0.14,0.74,355.0,45.03,47562.0,2286.0,2285.0,2269.0
Emanuel010993,39.0,55.0,6.0,100.0,839.0,43.103,51.724,5.172,58.0,43.284,50.746,5.97,67.0,D02,C20,C48,C22,0.315,0.278,0.111,0.156,0.672,0.062,270.0,45.23,352.0,1063.0,1058.0,1057.0
Rezignationistheflag,44.0,54.0,2.0,100.0,1737.0,46.774,50.0,3.226,62.0,50.794,46.032,3.175,63.0,B06,A40,D00,A42,0.279,0.508,0.18,0.167,0.333,0.5,275.0,45.47,24034.0,2105.0,2059.0,2047.0
Killerkitten,0.0,100.0,0.0,3.0,1289.0,42.857,57.143,0.0,14.0,37.5,62.5,0.0,16.0,C50,C41,B50,C21,0.25,0.5,0.25,0.167,0.611,0.222,428.0,122.07,30.0,1318.0,1270.0,1216.0
hyperion70,57.0,35.0,7.0,100.0,2045.0,60.938,29.688,9.375,64.0,62.295,36.066,1.639,61.0,B13,B10,B15,B01,0.208,0.623,0.169,0.171,0.585,0.244,447.0,50.4,3521.0,2459.0,2424.0,2402.0
texcido,52.0,43.0,5.0,100.0,2091.0,50.0,46.774,3.226,62.0,49.206,46.032,4.762,63.0,B01,B21,D02,A08,0.097,0.597,0.29,0.276,0.534,0.19,254.0,45.07,59579.0,2368.0,2346.0,2338.0
knc_ahmet,55.0,41.0,4.0,100.0,1723.0,50.794,42.857,6.349,63.0,54.839,45.161,0.0,62.0,C60,C50,A00,C44,0.212,0.53,0.212,0.327,0.618,0.055,323.0,45.12,7583.0,1850.0,1843.0,1814.0
magdy_abdelghany,51.0,43.0,6.0,100.0,2097.0,53.846,40.0,6.154,65.0,50.0,43.333,6.667,60.0,B30,C02,A00,B06,0.185,0.646,0.169,0.154,0.808,0.019,614.0,45.0,11565.0,2302.0,2300.0,2291.0
Ampalos,43.0,51.0,6.0,100.0,1646.0,43.548,50.0,6.452,62.0,44.444,47.619,7.937,63.0,A06,A04,C00,A50,0.236,0.491,0.273,0.607,0.262,0.066,218.0,45.05,28231.0,1897.0,1887.0,1883.0
petermcsh,45.0,54.0,1.0,100.0,1596.0,47.692,52.308,0.0,65.0,48.333,48.333,3.333,60.0,C50,B01,C46,B40,0.333,0.483,0.183,0.19,0.714,0.095,327.0,45.08,512.0,1737.0,1737.0,1735.0
Chok0409,43.0,54.0,3.0,100.0,1733.0,43.548,54.839,1.613,62.0,44.444,52.381,3.175,63.0,B20,C23,C24,A35,0.182,0.545,0.236,0.194,0.284,0.493,260.0,45.1,5482.0,1995.0,1970.0,1965.0
tininho58,23.0,77.0,0.0,100.0,1708.0,35.938,64.062,0.0,64.0,26.23,73.77,0.0,61.0,C44,B00,B56,C53,0.282,0.513,0.154,0.151,0.07,0.698,259.0,45.09,63089.0,2447.0,2420.0,2380.0
moussa2019,44.0,52.0,4.0,100.0,1779.0,44.262,50.82,4.918,61.0,50.0,46.875,3.125,64.0,C40,C20,C21,D26,0.305,0.525,0.136,0.164,0.639,0.18,360.0,45.12,8940.0,1996.0,1975.0,1947.0
siyabongaa,45.0,51.0,4.0,100.0,1707.0,48.438,39.062,12.5,64.0,49.18,40.984,9.836,61.0,C23,C40,B02,A43,0.131,0.574,0.262,0.26,0.62,0.12,371.0,45.32,4335.0,1881.0,1783.0,1773.0
fireskill903,55.0,37.0,8.0,100.0,1605.0,57.812,32.812,9.375,64.0,49.18,47.541,3.279,61.0,B01,C00,C50,C55,0.299,0.478,0.224,0.54,0.2,0.26,345.0,57.38,381.0,1909.0,1656.0,1656.0
rayboi99,53.0,44.0,3.0,100.0,1749.0,47.619,50.794,1.587,63.0,50.0,46.774,3.226,62.0,B21,C30,A00,A03,0.23,0.639,0.098,0.213,0.59,0.18,357.0,45.03,2025.0,1898.0,1874.0,1859.0
nerceiram,44.0,50.0,6.0,100.0,1779.0,59.677,38.71,1.613,62.0,47.619,47.619,4.762,63.0,D02,B40,A35,C40,0.299,0.552,0.149,0.241,0.574,0.185,327.0,45.01,45198.0,2458.0,2424.0,2393.0
Smartleft,51.0,48.0,1.0,100.0,1535.0,50.794,44.444,4.762,63.0,43.548,54.839,1.613,62.0,B20,B40,A13,B01,0.186,0.525,0.254,0.435,0.484,0.065,383.0,45.01,8906.0,1631.0,1609.0,1606.0
winter_coming,50.0,49.0,1.0,100.0,2350.0,52.308,47.692,0.0,65.0,40.0,55.0,5.0,60.0,D02,A40,D07,A38,0.155,0.586,0.259,0.016,0.797,0.156,228.0,45.23,574.0,2555.0,2532.0,2527.0
se040184jaa,52.0,47.0,1.0,100.0,1599.0,57.377,42.623,0.0,61.0,46.875,51.562,1.562,64.0,C50,C53,C64,C57,0.262,0.569,0.154,0.068,0.441,0.492,551.0,45.36,1813.0,1807.0,1794.0,1781.0
SohamBanerjee,55.0,42.0,3.0,100.0,1199.0,48.387,45.161,6.452,62.0,46.032,53.968,0.0,63.0,A40,C50,D20,D30,0.305,0.458,0.22,0.532,0.355,0.065,295.0,46.88,934.0,1978.0,1693.0,1631.0
ngrvk,45.0,53.0,2.0,100.0,1572.0,41.27,55.556,3.175,63.0,50.0,48.387,1.613,62.0,A00,C00,C34,D00,0.193,0.579,0.175,0.108,0.6,0.277,587.0,45.08,3335.0,1952.0,1928.0,1922.0
FazliDRB,40.0,56.0,3.0,100.0,1288.0,54.098,40.984,4.918,61.0,42.188,53.125,4.688,64.0,C25,B00,C23,C42,0.433,0.45,0.1,0.271,0.627,0.068,256.0,45.25,6188.0,1758.0,1651.0,1621.0
Broussailles,75.0,25.0,0.0,12.0,1699.0,43.86,56.14,0.0,57.0,50.0,48.529,1.471,68.0,B30,B20,B23,B21,0.085,0.678,0.203,0.092,0.754,0.138,364.0,71.4,1076.0,1969.0,1886.0,1850.0
ghrzg,25.0,50.0,25.0,12.0,1244.0,52.632,40.351,7.018,57.0,48.529,45.588,5.882,68.0,B20,D00,B10,D06,0.254,0.46,0.238,0.241,0.519,0.204,344.0,77.3,3368.0,1420.0,1338.0,1337.0
attacker4354,42.0,42.0,14.0,42.0,1772.0,54.545,42.424,3.03,33.0,57.895,39.474,2.632,38.0,B01,D10,C47,A01,0.3,0.575,0.075,0.207,0.69,0.103,378.0,54.75,71.0,1970.0,1819.0,1799.0
Johajedrez,44.0,47.0,9.0,100.0,2298.0,46.552,37.931,15.517,58.0,40.299,53.731,5.97,67.0,nonStandard,B40,E94,A39,0.185,0.574,0.204,0.31,0.586,0.069,290.0,46.45,986.0,2466.0,2461.0,2454.0
HassanVaezi40,46.0,53.0,1.0,100.0,974.0,51.562,46.875,1.562,64.0,39.344,59.016,1.639,61.0,C50,B27,C45,A40,0.228,0.421,0.351,0.53,0.045,0.394,581.0,45.0,291.0,1152.0,1133.0,1131.0
Adhya54286,49.0,48.0,3.0,100.0,1484.0,51.667,45.0,3.333,60.0,52.308,43.077,4.615,65.0,B01,C00,C47,B10,0.215,0.6,0.154,0.455,0.473,0.036,317.0,45.6,1541.0,1627.0,1623.0,1610.0
Zeyn_Aqil,46.0,50.0,4.0,100.0,1892.0,45.0,53.333,1.667,60.0,46.154,49.231,4.615,65.0,C50,A40,B43,C36,0.211,0.526,0.228,0.25,0.656,0.094,381.0,45.29,4325.0,2251.0,2157.0,2130.0
MADIANECHEVERRIA,46.0,46.0,6.0,96.0,1122.0,46.774,48.387,4.839,62.0,47.619,46.032,6.349,63.0,C20,D00,B12,C42,0.458,0.339,0.169,0.678,0.186,0.102,292.0,45.71,741.0,1580.0,1509.0,1503.0
Rey_123,37.0,57.0,5.0,100.0,1316.0,45.455,50.0,4.545,66.0,33.898,62.712,3.39,59.0,A40,C50,C48,A16,0.4,0.3,0.24,0.457,0.457,0.071,220.0,48.85,322.0,2043.0,1916.0,1866.0
zeyadmohammed,39.0,56.0,5.0,100.0,1543.0,46.774,51.613,1.613,62.0,52.381,47.619,0.0,63.0,A40,D02,D30,D31,0.435,0.339,0.21,0.274,0.71,0.016,193.0,45.14,9086.0,1766.0,1726.0,1724.0
Luckyfish888,42.0,57.0,0.0,100.0,1318.0,35.938,62.5,1.562,64.0,45.902,50.82,3.279,61.0,B01,A40,A50,B03,0.314,0.569,0.059,0.282,0.169,0.507,384.0,46.36,356.0,1756.0,1667.0,1664.0
Chessstefann,56.0,41.0,3.0,100.0,1820.0,44.262,52.459,3.279,61.0,48.438,46.875,4.688,64.0,B10,B12,E10,C42,0.224,0.569,0.19,0.194,0.661,0.145,372.0,45.99,956.0,2307.0,2090.0,2059.0
Kharibold,45.0,50.0,5.0,100.0,1544.0,53.226,40.323,6.452,62.0,39.683,57.143,3.175,63.0,C34,C30,A40,C44,0.293,0.603,0.086,0.377,0.426,0.115,351.0,45.73,2881.0,1722.0,1702.0,1682.0
Carcelario85,37.0,46.0,17.0,100.0,2412.0,41.935,40.323,17.742,62.0,36.508,47.619,15.873,63.0,C11,C88,B61,A30,0.102,0.653,0.245,0.036,0.673,0.291,464.0,45.05,11959.0,2751.0,2740.0,2739.0
ulucinar_2014,49.0,51.0,0.0,100.0,1616.0,64.516,32.258,3.226,31.0,51.515,48.485,0.0,33.0,B30,B20,A46,A05,0.432,0.297,0.243,0.385,0.577,0.038,376.0,75.94,64.0,1619.0,1591.0,1586.0
zafrir_patt,43.0,51.0,6.0,100.0,2234.0,35.484,56.452,8.065,62.0,44.444,47.619,7.937,63.0,A45,C11,B75,A01,0.12,0.5,0.38,0.138,0.692,0.169,433.0,46.8,742.0,2373.0,2359.0,2354.0
amid53,47.0,44.0,9.0,100.0,1944.0,50.794,39.683,9.524,63.0,66.129,32.258,1.613,62.0,C50,D00,D32,C36,0.192,0.479,0.315,0.2,0.711,0.067,216.0,45.18,1551.0,2308.0,2191.0,2188.0
mdbazlurrahman,46.0,50.0,4.0,100.0,1758.0,40.625,50.0,9.375,64.0,47.541,47.541,4.918,61.0,B50,B90,B01,D37,0.345,0.527,0.127,0.377,0.164,0.426,402.0,45.21,1402.0,2315.0,2294.0,2244.0
sirluk,50.0,47.0,3.0,100.0,1317.0,45.312,53.125,1.562,64.0,50.82,44.262,4.918,61.0,D01,A40,B11,A04,0.333,0.467,0.183,0.131,0.754,0.115,309.0,49.02,1616.0,1475.0,1466.0,1461.0
Frankchess1978,50.0,42.0,8.0,100.0,1358.0,51.613,38.71,9.677,62.0,42.857,47.619,9.524,63.0,B01,C47,D07,B08,0.288,0.441,0.203,0.407,0.259,0.296,364.0,45.83,13790.0,2090.0,1844.0,1793.0
Aiman40,56.0,43.0,1.0,100.0,1592.0,54.098,44.262,1.639,61.0,42.188,57.812,0.0,64.0,C00,B01,C23,D20,0.25,0.4,0.317,0.312,0.516,0.172,238.0,45.04,4330.0,1809.0,1793.0,1790.0
garrymagnusmx,52.0,43.0,5.0,100.0,2017.0,42.857,53.968,3.175,63.0,53.226,41.935,4.839,62.0,C50,D00,D03,A06,0.133,0.517,0.35,0.117,0.533,0.333,241.0,45.67,767.0,2120.0,2093.0,2077.0
siyoha,56.0,42.0,2.0,100.0,1896.0,44.262,49.18,6.557,61.0,42.188,54.688,3.125,64.0,D02,A40,D05,D00,0.278,0.407,0.296,0.431,0.308,0.262,284.0,45.03,55830.0,2173.0,2169.0,2149.0
INTHENEXTMOVE,70.0,30.0,0.0,100.0,1415.0,40.0,60.0,0.0,5.0,0.0,100.0,0.0,4.0,D02,B20,B86,B02,0.5,0.0,0.5,0.0,0.286,0.714,273.0,250.21,9.0,0.0,0.0,0.0
Tacloban69,61.0,38.0,1.0,100.0,2287.0,69.841,28.571,1.587,63.0,53.226,45.161,1.613,62.0,A45,B90,B17,A00,0.208,0.649,0.143,0.022,0.696,0.283,435.0,46.86,215.0,2447.0,2392.0,2386.0
modyaki,57.0,41.0,1.0,100.0,1720.0,53.846,43.077,3.077,65.0,51.667,41.667,6.667,60.0,B30,C44,B01,D04,0.227,0.576,0.182,0.226,0.717,0.038,337.0,45.05,7995.0,1853.0,1850.0,1843.0
Jeditheloser,34.0,37.0,28.0,35.0,760.0,29.412,52.941,17.647,17.0,38.889,22.222,38.889,18.0,C30,A40,B02,D00,0.667,0.167,0.167,0.462,0.231,0.231,356.0,191.81,35.0,769.0,749.0,654.0
shikpooshan560,46.0,54.0,0.0,100.0,1630.0,44.872,51.282,3.846,78.0,44.681,46.809,8.511,47.0,B01,C50,A04,C34,0.339,0.375,0.268,0.323,0.468,0.194,396.0,45.1,408.0,1991.0,1989.0,1981.0
Axe_Oh_Lot_Tell,52.0,43.0,4.0,69.0,1678.0,45.312,53.125,1.562,64.0,60.656,37.705,1.639,61.0,B00,B08,A00,B34,0.242,0.53,0.212,0.228,0.772,0.0,308.0,47.2,2013.0,1774.0,1747.0,1719.0
wilko58,43.0,51.0,6.0,100.0,1216.0,46.667,42.222,11.111,45.0,38.095,57.143,4.762,42.0,A04,B00,B07,A41,0.297,0.459,0.189,0.163,0.767,0.07,535.0,45.8,87.0,1432.0,1431.0,1312.0
SCHIU19,0.0,100.0,0.0,3.0,1126.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,4.0,C40,C50,C40,C50,0.0,0.0,0.0,0.4,0.0,0.4,264.0,211.07,5.0,0.0,0.0,0.0
NerveStrike24,62.0,36.0,2.0,100.0,1140.0,51.163,48.837,0.0,43.0,64.286,33.333,2.381,42.0,D00,B00,B13,A04,0.306,0.571,0.122,0.4,0.514,0.086,511.0,45.0,88.0,1246.0,1240.0,1229.0
Liam_Hendo,52.0,45.0,3.0,100.0,1103.0,55.932,42.373,1.695,59.0,46.97,50.0,3.03,66.0,A40,A10,A05,B01,0.266,0.469,0.25,0.121,0.69,0.172,421.0,52.59,4037.0,1405.0,1376.0,1367.0
Fetou7aaa1999,54.0,44.0,2.0,100.0,1709.0,52.381,46.032,1.587,63.0,54.839,38.71,6.452,62.0,B01,C50,C62,C57,0.164,0.493,0.328,0.34,0.302,0.358,268.0,50.88,719.0,1804.0,1783.0,1778.0
DARCUAMIM,36.0,60.0,4.0,100.0,2141.0,38.095,60.317,1.587,63.0,38.71,59.677,1.613,62.0,A43,A40,B24,A36,0.125,0.604,0.271,0.253,0.547,0.2,262.0,45.03,17328.0,2474.0,2471.0,2463.0
Ayura001,0.0,100.0,0.0,3.0,1034.0,0.0,100.0,0.0,2.0,0.0,100.0,0.0,1.0,B02,C68,B02,C68,0.0,0.0,0.0,0.333,0.0,0.667,374.0,195.88,3.0,0.0,0.0,0.0
Sportchessman,41.0,56.0,3.0,100.0,1534.0,43.077,52.308,4.615,65.0,36.667,61.667,1.667,60.0,C00,A45,C50,C61,0.16,0.72,0.08,0.056,0.901,0.028,265.0,45.04,8760.0,1789.0,1757.0,1747.0
emeraldpage,50.0,45.0,5.0,100.0,1332.0,48.485,43.939,7.576,66.0,45.763,54.237,0.0,59.0,B10,A06,B40,C40,0.22,0.339,0.424,0.311,0.557,0.115,257.0,45.06,1193.0,1438.0,1421.0,1412.0
mazimazi,41.0,48.0,11.0,100.0,1822.0,52.459,37.705,9.836,61.0,50.0,43.75,6.25,64.0,B01,B00,A01,A09,0.156,0.594,0.25,0.922,0.0,0.078,413.0,45.17,7389.0,2021.0,2002.0,2001.0
xqelpelucasape,53.0,44.0,3.0,100.0,2128.0,55.556,44.444,0.0,63.0,61.29,33.871,4.839,62.0,A40,B40,A65,E60,0.205,0.479,0.315,0.245,0.531,0.224,262.0,64.78,2262.0,2213.0,2190.0,2186.0
LuisGa1973,52.0,42.0,6.0,100.0,1258.0,55.0,40.0,5.0,60.0,46.154,49.231,4.615,65.0,D02,A40,C22,D01,0.222,0.492,0.254,0.607,0.321,0.054,215.0,45.04,15549.0,1943.0,1463.0,1447.0
NASCA2017,42.0,51.0,7.0,100.0,1383.0,50.0,40.323,9.677,62.0,52.381,44.444,3.175,63.0,B06,A40,B23,A02,0.203,0.422,0.344,0.208,0.717,0.057,209.0,45.03,60417.0,1788.0,1784.0,1783.0
kiyotakapon,34.0,65.0,0.0,23.0,1371.0,32.0,66.0,2.0,50.0,40.0,56.0,4.0,50.0,A00,C50,C22,B00,0.333,0.528,0.111,0.393,0.525,0.033,264.0,45.36,100.0,1618.0,1589.0,1479.0
Ledor123,46.0,51.0,3.0,100.0,2133.0,50.0,45.161,4.839,62.0,41.27,53.968,4.762,63.0,B27,B01,B18,B22,0.211,0.544,0.246,0.129,0.468,0.403,452.0,47.84,2829.0,2336.0,2329.0,2327.0
Voronkov_Zhenya,59.0,38.0,3.0,100.0,1735.0,56.25,43.75,0.0,64.0,55.738,39.344,4.918,61.0,C50,B01,C44,D04,0.371,0.429,0.2,0.135,0.404,0.442,256.0,45.11,6895.0,2004.0,1987.0,1983.0
master_cile,49.0,49.0,2.0,100.0,1270.0,48.387,48.387,3.226,62.0,50.794,49.206,0.0,63.0,A00,C00,A01,A06,0.419,0.516,0.032,0.639,0.311,0.049,305.0,45.04,740.0,1794.0,1500.0,1468.0
JoeMamaWalker,51.0,47.0,2.0,100.0,1337.0,48.387,48.387,3.226,62.0,55.556,41.27,3.175,63.0,B10,C25,A40,C28,0.308,0.538,0.154,0.143,0.554,0.268,364.0,45.78,357.0,1429.0,1423.0,1392.0
topce,50.0,43.0,7.0,100.0,2462.0,51.613,41.935,6.452,62.0,44.444,44.444,11.111,63.0,B30,B32,B13,A91,0.217,0.6,0.183,0.241,0.5,0.241,283.0,45.05,18639.0,2772.0,2764.0,2744.0
josiepytom,49.0,49.0,2.0,100.0,1303.0,46.032,53.968,0.0,63.0,46.774,50.0,3.226,62.0,D00,B00,C54,C26,0.224,0.5,0.241,0.277,0.646,0.077,548.0,45.86,6613.0,1505.0,1471.0,1454.0
NTATEMOAHLODI,55.0,43.0,2.0,100.0,1741.0,49.18,40.984,9.836,61.0,50.0,46.875,3.125,64.0,D00,B01,A43,D07,0.29,0.435,0.194,0.364,0.4,0.236,276.0,45.09,14776.0,2105.0,2092.0,2012.0
bleebus_55,53.0,45.0,2.0,100.0,1563.0,52.459,45.902,1.639,61.0,50.0,45.312,4.688,64.0,C00,C02,C60,C20,0.344,0.469,0.188,0.088,0.895,0.018,191.0,46.16,2821.0,1677.0,1676.0,1665.0
CB_Jaswith,33.0,62.0,3.0,81.0,838.0,42.424,53.03,4.545,66.0,35.593,62.712,1.695,59.0,C20,A40,C00,nonStandard,0.408,0.286,0.163,0.653,0.25,0.042,237.0,88.08,185.0,1457.0,1270.0,1211.0
angeloparets,44.0,50.0,6.0,100.0,1106.0,49.18,40.984,9.836,61.0,43.75,50.0,6.25,64.0,C50,C44,C23,C00,0.293,0.552,0.103,0.491,0.456,0.035,579.0,45.05,746.0,1235.0,1233.0,1226.0
Rodcourt,39.0,57.0,3.0,84.0,1491.0,53.704,42.593,3.704,54.0,30.986,61.972,7.042,71.0,B06,A40,D06,A45,0.412,0.373,0.196,0.134,0.403,0.463,416.0,45.29,3557.0,1871.0,1835.0,1808.0
superafm,52.0,42.0,6.0,100.0,2377.0,56.452,38.71,4.839,62.0,33.333,55.556,11.111,63.0,B23,D02,C40,B17,0.179,0.518,0.304,0.169,0.661,0.169,299.0,45.07,7318.0,2609.0,2598.0,2596.0
Gholamrezamotahari,72.0,23.0,5.0,100.0,1699.0,72.581,17.742,9.677,62.0,68.254,28.571,3.175,63.0,C41,C44,B00,C23,0.17,0.534,0.227,0.931,0.0,0.069,414.0,45.16,12571.0,1829.0,1755.0,1743.0
zejafo,48.0,45.0,7.0,100.0,1280.0,54.545,42.424,3.03,66.0,47.458,47.458,5.085,59.0,C00,C02,A43,B06,0.469,0.328,0.172,0.25,0.071,0.679,427.0,45.85,976.0,1352.0,1351.0,1347.0
emisho,50.0,50.0,0.0,6.0,1445.0,71.429,26.531,2.041,49.0,60.417,35.417,4.167,48.0,B01,A40,A20,E34,0.422,0.406,0.141,0.267,0.7,0.0,216.0,147.4,97.0,1504.0,1488.0,1473.0
YuriGamer3139,43.0,52.0,5.0,100.0,1365.0,55.556,39.683,4.762,63.0,40.323,56.452,3.226,62.0,B01,C50,C48,B12,0.3,0.533,0.167,0.233,0.683,0.067,238.0,45.07,1354.0,2016.0,1960.0,1935.0
JoseNahum000,43.0,50.0,7.0,100.0,2473.0,48.438,46.875,4.688,64.0,37.705,55.738,6.557,61.0,C01,C67,A49,B32,0.148,0.556,0.296,0.188,0.719,0.078,272.0,45.03,4162.0,2717.0,2703.0,2698.0
Square_Chess,21.0,68.0,10.0,57.0,1571.0,30.769,61.538,7.692,65.0,36.667,60.0,3.333,60.0,D02,A04,D90,A45,0.333,0.333,0.262,0.329,0.408,0.25,247.0,46.99,260.0,2062.0,1992.0,1968.0
blehblehbleh09876545,49.0,47.0,4.0,100.0,1906.0,43.548,50.0,6.452,62.0,52.381,42.857,4.762,63.0,B30,B01,A10,B29,0.15,0.483,0.367,0.207,0.741,0.052,293.0,45.0,870.0,2485.0,2254.0,2234.0
